gameid,league,split,playoffs,game,patch,blue_team,red_team,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
ESPORTSTMNT05/1540076,TRA,Summer,0,1,10.15,Team AURORA Academy,Galakticos Academy,Thresh,Kha'Zix,Lee Sin,Graves,Nidalee,Volibear,Wukong,Trundle,Cassiopeia,Azir,Irelia,Sett,Corki,Jhin,Nautilus,Ornn,Nunu & Willump,Kog'Maw,Ezreal,Karma,1
ESPORTSTMNT01/1425997,VCS,Summer,0,3,10.14,OverPower Esports,Team Secret,Twisted Fate,Syndra,Nidalee,Jax,Camille,Pantheon,Lee Sin,Graves,Mordekaiser,Renekton,Volibear,Gragas,Lucian,Senna,Nautilus,Wukong,Rek'Sai,Ryze,Ashe,Thresh,0
ESPORTSTMNT02/1401411,PCS,Summer,0,1,10.15,Berjaya Dragons,PSG Talon,Nidalee,Syndra,Bard,Gangplank,Lee Sin,Graves,Volibear,Sett,Ornn,Tahm Kench,Mordekaiser,Trundle,Sylas,Ashe,Braum,Vayne,Jarvan IV,Twisted Fate,Aphelios,Thresh,0
ESPORTSTMNT05/1540080,TRA,Summer,0,1,10.15,Royal Youth Academy,İstanbul Wildcats Academy,Sett,Karthus,Volibear,Galio,Ornn,Karma,Renekton,Azir,Kha'Zix,Wukong,Camille,Sejuani,Akali,Lucian,Nautilus,Fiddlesticks,Aphelios,Bard,Fiora,Lissandra,0
ESPORTSTMNT05/1540082,LEC,Summer,0,1,10.15,FC Schalke 04 Esports,Excel Esports,Thresh,Volibear,Caitlyn,Olaf,Trundle,Orianna,Azir,Sona,Corki,Cassiopeia,Camille,Sejuani,Zoe,Senna,Tahm Kench,Jax,Sett,Galio,Ezreal,Yuumi,1
ESPORTSTMNT05/1540088,TRA,Summer,0,1,10.15,Galatasaray Academy,SuperMassive Academy,Wukong,Karma,Karthus,Renekton,LeBlanc,Volibear,Senna,Talon,Zoe,Zed,Sett,Graves,Ekko,Xayah,Rakan,Aatrox,Olaf,Azir,Ashe,Bard,1
ESPORTSTMNT05/1540091,LEC,Summer,0,1,10.15,Misfits Gaming,SK Gaming,Bard,Senna,Volibear,Trundle,Ornn,Kalista,Azir,Thresh,Nautilus,Fiddlesticks,Gangplank,Lee Sin,Syndra,Kai'Sa,Sett,Sion,Kha'Zix,Orianna,Ezreal,Yuumi,1
ESPORTSTMNT05/1540092,TRA,Summer,0,1,10.15,1907 Fenerbahçe Academy,Dark Passage Academy,Camille,Wukong,Karthus,Syndra,Zoe,Volibear,Karma,Rek'Sai,Renekton,Fiora,Akali,Ekko,Qiyana,Kalista,Thresh,Sett,Olaf,Orianna,Ashe,Tahm Kench,1
ESPORTSTMNT05/1540097,LEC,Summer,0,1,10.15,Origen,MAD Lions,Lee Sin,Pantheon,Senna,Olaf,Kha'Zix,Volibear,Orianna,Kalista,Sett,Gangplank,Quinn,Rek'Sai,Syndra,Xayah,Rakan,Renekton,Hecarim,Twisted Fate,Sona,Lux,0
ESPORTSTMNT05/1540099,TRA,Summer,0,1,10.15,5 Ronin Academy,Beşiktaş Academy,Tryndamere,Karthus,Senna,Morgana,Nautilus,Wukong,Ezreal,Sett,Trundle,Lee Sin,Akali,Graves,Zoe,Aphelios,Karma,Irelia,Volibear,Twisted Fate,Caitlyn,Thresh,0
ESPORTSTMNT02/1401456,LCS.A,Summer,0,1,10.15,Cloud9 Academy,Golden Guardians Academy,Olaf,Galio,Ezreal,Tahm Kench,Malphite,Sett,Volibear,Thresh,Gangplank,Camille,Wukong,Rek'Sai,Twisted Fate,Kalista,Bard,Shen,Graves,Orianna,Ashe,Alistar,1
ESPORTSTMNT02/1411410,LCS.A,Summer,0,1,10.15,CLG Academy,Team Liquid Academy,Kennen,Volibear,Ashe,Aatrox,Ryze,Galio,Sett,Rumble,Ornn,Twisted Fate,Vladimir,Vi,Orianna,Kalista,Nautilus,Karma,Olaf,Irelia,Ezreal,Tahm Kench,1
ESPORTSTMNT05/1540104,LEC,Summer,0,1,10.15,G2 Esports,Team Vitality,Ezreal,Kha'Zix,Karma,Shen,Gangplank,Syndra,Twisted Fate,Volibear,Olaf,Camille,Gnar,Lee Sin,Zoe,Kalista,Nautilus,Malphite,Sett,Azir,Aphelios,Thresh,1
ESPORTSTMNT02/1401482,LCS.A,Summer,0,1,10.15,Dignitas Academy,Immortals Academy,Sona,Twisted Fate,Ezreal,Pantheon,Ornn,Kalista,Olaf,Thresh,Galio,LeBlanc,Wukong,Volibear,Karthus,Jhin,Karma,Kennen,Sett,Azir,Ashe,Bard,1
ESPORTSTMNT02/1411425,LCS.A,Summer,0,1,10.15,100 Thieves Academy,FlyQuest Academy,Galio,Sona,Volibear,Rek'Sai,Gangplank,Kalista,Karma,Twisted Fate,Bard,Leona,Renekton,Lee Sin,Syndra,Ezreal,Braum,Quinn,Sett,Orianna,Aphelios,Nautilus,1
ESPORTSTMNT05/1540111,TRA,Summer,0,1,10.15,Dark Passage Academy,Royal Youth Academy,Trundle,Irelia,Karma,Akali,Kha'Zix,Karthus,Camille,Ashe,Renekton,Wukong,Fiora,Volibear,Azir,Kai'Sa,Thresh,Lucian,Sett,Orianna,Ezreal,Nautilus,0
ESPORTSTMNT02/1411426,LCS.A,Summer,0,1,10.15,Evil Geniuses Academy,TSM Academy,Azir,Trundle,Karma,Ornn,Malphite,Galio,Kalista,Olaf,Nidalee,Gangplank,Volibear,Graves,Twisted Fate,Jhin,Nautilus,Renekton,Sett,Sylas,Ashe,Tahm Kench,1
ESPORTSTMNT05/1540114,LEC,Summer,0,1,10.15,Rogue,Fnatic,Ezreal,Kha'Zix,Gangplank,Caitlyn,Jhin,Thresh,Volibear,Kalista,Olaf,Trundle,Renekton,Sejuani,Azir,Senna,Tahm Kench,Ornn,Sett,Orianna,Sivir,Bard,1
ESPORTSTMNT02/1401567,LCS,Summer,0,1,10.15,Team Liquid,Dignitas,Ashe,Caitlyn,Graves,Riven,Kennen,Lee Sin,Kalista,Olaf,Tahm Kench,Jayce,Shen,Volibear,LeBlanc,Ezreal,Braum,Renekton,Sett,Azir,Kai'Sa,Rakan,1
ESPORTSTMNT02/1401574,LCS,Summer,0,1,10.15,Evil Geniuses,Team SoloMid,Olaf,LeBlanc,Kalista,Twisted Fate,Irelia,Gangplank,Ezreal,Karma,Ornn,Rumble,Kennen,Graves,Zoe,Ashe,Senna,Malphite,Volibear,Zilean,Caitlyn,Morgana,0
ESPORTSTMNT01/1436451,LJL,Summer,0,1,10.14,DetonatioN FocusMe,Rascal Jester,Karma,Elise,Aphelios,Sejuani,Karthus,Bard,Twisted Fate,Senna,Kalista,Ezreal,Camille,Sett,Galio,Ashe,Leona,Kennen,Volibear,Renekton,Caitlyn,Nautilus,1
ESPORTSTMNT01/1436453,LJL,Summer,0,1,10.14,Crest Gaming Act,DetonatioN FocusMe,Karma,Camille,Galio,Kennen,Ziggs,Zoe,Sylas,Twisted Fate,Ekko,LeBlanc,Ornn,Sett,Azir,Aphelios,Leona,Volibear,Trundle,Heimerdinger,Ezreal,Bard,0
6488-8624,LDL,Summer,0,1,10.14,Victorious Gaming,Shu Dai Xiong Gaming,Karma,Senna,Zoe,Renekton,Nautilus,Nidalee,Graves,LeBlanc,Azir,Mordekaiser,Ornn,Volibear,Orianna,Aphelios,Thresh,Wukong,Ekko,Sett,Ashe,Rumble,0
ESPORTSTMNT01/1426060,LCK,Summer,0,1,10.14,Gen.G,SeolHaeOne Prince,Bard,Aphelios,Rek'Sai,Leona,Illaoi,Ashe,Volibear,Karma,Kennen,Tahm Kench,Renekton,Lee Sin,Zoe,Ezreal,Sett,Gnar,Olaf,Twisted Fate,Kalista,Braum,1
ESPORTSTMNT02/1401585,OPL,Split 2,0,1,10.15,MAMMOTH,Legacy Esports,Nidalee,Karma,Bard,Gangplank,Camille,Yasuo,Ahri,Volibear,Twisted Fate,Corki,Sett,Graves,Ziggs,Ashe,Thresh,Gnar,Trundle,Orianna,Ezreal,Blitzcrank,0
6488-8625,LDL,Summer,0,2,10.14,Victorious Gaming,Shu Dai Xiong Gaming,Wukong,Sett,Karma,Nautilus,Leona,Nidalee,Graves,Thresh,Bard,Ornn,Kennen,Volibear,LeBlanc,Ezreal,Senna,Renekton,Trundle,Zoe,Ashe,Rumble,1
ESPORTSTMNT01/1436460,LJL,Summer,0,1,10.14,Crest Gaming Act,Sengoku Gaming,Karma,Lee Sin,Bard,Camille,Volibear,Kalista,Aphelios,Twisted Fate,Renekton,Leona,Wukong,Graves,Ekko,Ashe,Thresh,Mordekaiser,Sylas,Sett,Jhin,Nautilus,0
ESPORTSTMNT02/1401592,OPL,Split 2,0,1,10.15,Dire Wolves,Pentanet.GG,Thresh,Sett,Kalista,Dr. Mundo,Shen,Olaf,Syndra,Nidalee,Morgana,Karma,Camille,Volibear,Zoe,Ezreal,Nautilus,Ornn,Graves,Orianna,Ashe,Bard,0
6488-8627,LDL,Summer,0,3,10.14,Victorious Gaming,Shu Dai Xiong Gaming,Wukong,Sett,Karma,Lee Sin,Kindred,Nidalee,Graves,LeBlanc,Bard,Blitzcrank,Volibear,Nocturne,Syndra,Ezreal,Taric,Ornn,Ekko,Zoe,Aphelios,Thresh,0
6490-8628,LDL,Summer,0,1,10.14,LNG Academy,FunPlus Phoenix Blaze,Aphelios,Rumble,Nidalee,Olaf,Zoe,Galio,Talon,Jhin,Orianna,Diana,Gangplank,Graves,Sylas,Varus,Nautilus,Ryze,Volibear,Twisted Fate,Ashe,Braum,0
ESPORTSTMNT01/1436466,LJL,Summer,0,1,10.14,Rascal Jester,AXIZ,Bard,Twisted Fate,Nidalee,Sylas,Ekko,Aphelios,Ornn,Karma,Poppy,Renekton,Volibear,Sett,Katarina,Senna,Tahm Kench,Camille,Karthus,Galio,Ashe,Nautilus,0
6640-8626,LPL,Summer,0,1,10.15,Rogue Warriors,LNG Esports,,,,,,,,,,,Ornn,Olaf,Zoe,Ezreal,Bard,Jayce,Sett,Twisted Fate,Aphelios,Lux,0
6490-8630,LDL,Summer,0,2,10.14,LNG Academy,FunPlus Phoenix Blaze,Volibear,Rumble,Nidalee,Braum,Renekton,Talon,Aphelios,Graves,Bard,Ornn,Camille,Lee Sin,Diana,Varus,Tahm Kench,Jax,Olaf,Galio,Ashe,Thresh,0
6640-8629,LPL,Summer,0,2,10.15,Rogue Warriors,LNG Esports,,,,,,,,,,,Renekton,Volibear,Galio,Ezreal,Bard,Quinn,Sett,Corki,Caitlyn,Lux,0
6489-8631,LDL,Summer,0,1,10.14,V5 87,Royal Club,Qiyana,Cassiopeia,Karthus,Pantheon,Karma,Jayce,Volibear,Tahm Kench,Thresh,Ornn,Camille,Nidalee,Sett,Aphelios,Galio,Renekton,Ekko,Orianna,Ezreal,Bard,1
ESPORTSTMNT01/1436488,LJL,Summer,0,1,10.14,Sengoku Gaming,V3 Esports,Galio,Kalista,Aphelios,Leona,Thresh,Bard,Twisted Fate,Sett,Renekton,Mordekaiser,Aatrox,Graves,Zoe,Jhin,Nautilus,Camille,Kha'Zix,LeBlanc,Ashe,Tahm Kench,1
ESPORTSTMNT02/1401606,OPL,Split 2,0,1,10.15,ORDER,Chiefs Esports Club,Trundle,Syndra,Orianna,Jax,Nidalee,Zoe,Morgana,Thresh,Caitlyn,LeBlanc,Renekton,Volibear,Akali,Ezreal,Bard,Camille,Sejuani,Azir,Senna,Sett,1
ESPORTSTMNT01/1426081,LCK,Summer,0,2,10.14,SeolHaeOne Prince,Gen.G,Kalista,Karma,Bard,Twisted Fate,Azir,Volibear,Thresh,Heimerdinger,Rek'Sai,Galio,Gnar,Nidalee,Sett,Wukong,Senna,Kennen,Lee Sin,Akali,Ashe,Pantheon,0
6492-8634,LDL,Summer,0,1,10.14,EDG Youth Team,Dominus Esports Young,Ekko,Karthus,Ashe,Thresh,Bard,Sett,Karma,Renekton,Tahm Kench,Leona,Aatrox,Trundle,Zoe,Ezreal,Poppy,Jayce,Olaf,Syndra,Kalista,Nautilus,1
ESPORTSTMNT02/1401619,PCS,Summer,0,1,10.15,ahq eSports Club,Alpha Esports,Kalista,Sett,Nidalee,Galio,LeBlanc,Volibear,Bard,Graves,Trundle,Braum,Renekton,Lee Sin,Zoe,Ashe,Tahm Kench,Ornn,Olaf,Karma,Aphelios,Thresh,1
6489-8633,LDL,Summer,0,2,10.14,Royal Club,V5 87,Jayce,Volibear,Aphelios,Bard,Tahm Kench,Qiyana,Cassiopeia,Karthus,Nautilus,Leona,Mordekaiser,Kindred,Orianna,Senna,Sett,Sylas,Nidalee,Renekton,Ashe,Karma,1
6641-8632,LPL,Summer,0,1,10.15,EDward Gaming,Bilibili Gaming,,,,,,,,,,,Ornn,Volibear,Syndra,Ashe,Karma,Camille,Sett,Akali,Caitlyn,Lux,1
ESPORTSTMNT01/1426092,LCK,Summer,0,1,10.14,DRX,Afreeca Freecs,Kalista,Pantheon,Karma,Jayce,Poppy,Volibear,Sett,Twisted Fate,Olaf,Ekko,Kennen,Lee Sin,Azir,Lucian,Yuumi,Camille,Nidalee,Zoe,Ezreal,Bard,1
ESPORTSTMNT01/1436501,VCS,Summer,0,1,10.14,Saigon Buffalo,Team Flash,Sett,Syndra,Thresh,Poppy,Kennen,Senna,Twisted Fate,Nidalee,Akali,Camille,Mordekaiser,Graves,Galio,Ashe,Braum,Ornn,Volibear,Cassiopeia,Kalista,Pantheon,0
6492-8635,LDL,Summer,0,2,10.14,EDG Youth Team,Dominus Esports Young,Ekko,Karthus,Ashe,Bard,Thresh,Sett,Trundle,Elise,Karma,Aatrox,Gangplank,Olaf,Zoe,Ezreal,Braum,Ornn,Nidalee,Syndra,Aphelios,Rakan,0
ESPORTSTMNT01/1436504,LJL,Summer,0,1,10.14,V3 Esports,Burning Core,Bard,Graves,Aphelios,Camille,Nautilus,Zoe,Thresh,Ashe,Ornn,Wukong,Karma,Lee Sin,LeBlanc,Kalista,Sett,Vladimir,Kha'Zix,Galio,Senna,Braum,1
ESPORTSTMNT02/1401620,PCS,Summer,0,1,10.15,PSG Talon,Hong Kong Attitude,Sett,Volibear,LeBlanc,Senna,Ezreal,Nidalee,Aphelios,Graves,Corki,Azir,Renekton,Lee Sin,Orianna,Ashe,Braum,Gangplank,Trundle,Sylas,Varus,Thresh,1
6489-8637,LDL,Summer,0,3,10.14,V5 87,Royal Club,Qiyana,Cassiopeia,Karthus,Mordekaiser,Ornn,Jayce,Sett,Renekton,Sylas,Tahm Kench,Camille,Graves,Karma,Aphelios,Leona,Jax,Kindred,Orianna,Ashe,Nautilus,0
6641-8636,LPL,Summer,0,2,10.15,Bilibili Gaming,EDward Gaming,,,,,,,,,,,Ornn,Trundle,Zoe,Caitlyn,Tahm Kench,Sylas,Sett,Syndra,Ashe,Thresh,0
ESPORTSTMNT05/1530138,TCL,Summer,0,1,10.15,Team AURORA,5 Ronin,Kindred,Karthus,Wukong,Swain,Senna,Cassiopeia,Trundle,Volibear,Mordekaiser,Nautilus,Sett,Lee Sin,Azir,Kai'Sa,Thresh,Camille,Sejuani,Orianna,Ezreal,Bard,0
6492-8638,LDL,Summer,0,3,10.14,EDG Youth Team,Dominus Esports Young,Ekko,Karthus,Ashe,Nidalee,Ornn,Sett,Trundle,Elise,Karma,Nautilus,Jayce,Lee Sin,Zoe,Ezreal,Bard,Volibear,Kha'Zix,Syndra,Aphelios,Thresh,0
ESPORTSTMNT01/1436519,VCS,Summer,0,2,10.14,Team Flash,Saigon Buffalo,Senna,Twisted Fate,Neeko,Thresh,Graves,Sett,Syndra,Pantheon,Leona,Nautilus,Kennen,Nidalee,Renekton,Aphelios,Bard,Camille,Kindred,Karma,Kalista,Galio,1
ESPORTSTMNT01/1436520,LJL,Summer,0,1,10.14,Fukuoka SoftBank Hawks gaming,AXIZ,Sett,Camille,Zoe,Bard,Sylas,Aphelios,Karma,Twisted Fate,Tahm Kench,Wukong,Mordekaiser,Volibear,Azir,Jhin,Nautilus,Kennen,Lee Sin,LeBlanc,Ashe,Leona,1
6491-8639,LDL,Summer,0,1,10.14,All Combo,Rogue Warriors Shark,Kalista,Volibear,Nunu & Willump,Nautilus,Braum,Aphelios,Ekko,Karma,Thresh,Jax,Renekton,Graves,Lissandra,Jhin,Leona,Ornn,Trundle,LeBlanc,Ashe,Bard,1
ESPORTSTMNT02/1401651,PCS,Summer,0,1,10.15,Resurgence,Alpha Esports,Nidalee,Kalista,Graves,Ekko,Olaf,Karma,Bard,Syndra,Kennen,Wukong,Gangplank,Karthus,Sett,Ezreal,Lux,Renekton,Trundle,Akali,Aphelios,Thresh,1
ESPORTSTMNT05/1530143,TCL,Summer,0,1,10.15,Galakticos,Dark Passage,Thresh,Camille,Blitzcrank,Tahm Kench,Mordekaiser,Graves,Volibear,Lux,Lee Sin,Nautilus,Ornn,Sett,Syndra,Caitlyn,Senna,Aatrox,Kha'Zix,Orianna,Ashe,Bard,1
6642-8640,LPL,Summer,0,1,10.15,Invictus Gaming,Oh My God,,,,,,,,,,,Jayce,Trundle,Zoe,Kalista,Nautilus,Ornn,Graves,Azir,Aphelios,Thresh,1
ESPORTSTMNT01/1426113,LCK,Summer,0,2,10.14,Afreeca Freecs,DRX,Twisted Fate,Karma,Bard,Camille,Malphite,Volibear,Sett,Kennen,Tahm Kench,Morgana,Wukong,Poppy,Zoe,Aphelios,Braum,Renekton,Sejuani,Azir,Kalista,Alistar,0
ESPORTSTMNT01/1436521,VCS,Summer,0,1,10.14,EVOS Esports,CERBERUS Esports,Zoe,Trundle,Aphelios,Kalista,Thresh,Renekton,Sett,Volibear,Jayce,Wukong,Mordekaiser,Olaf,Syndra,Senna,Tahm Kench,Camille,Nocturne,Galio,Ashe,Bard,0
6491-8642,LDL,Summer,0,2,10.14,Rogue Warriors Shark,All Combo,Jax,Ekko,Karma,Xayah,Aatrox,Kalista,Aphelios,Volibear,Thresh,Tahm Kench,Mordekaiser,Trundle,LeBlanc,Ezreal,Nautilus,Vladimir,Wukong,Lissandra,Jhin,Bard,1
ESPORTSTMNT01/1436528,LJL,Summer,0,1,10.14,Burning Core,Fukuoka SoftBank Hawks gaming,Zoe,Karma,Thresh,Azir,Corki,Graves,Bard,Galio,Darius,LeBlanc,Sylas,Lee Sin,Sett,Ashe,Alistar,Kennen,Volibear,Orianna,Aphelios,Leona,0
6642-8641,LPL,Summer,0,2,10.15,Oh My God,Invictus Gaming,,,,,,,,,,,Jayce,Trundle,Akali,Ashe,Karma,Lucian,Graves,Twisted Fate,Aphelios,Thresh,0
ESPORTSTMNT05/1530146,TCL,Summer,0,1,10.15,Royal Youth,1907 Fenerbahçe Esports,Sett,Karthus,Karma,Ornn,Renekton,Volibear,Wukong,Senna,Malphite,Syndra,Camille,Kha'Zix,Ekko,Ezreal,Thresh,Poppy,Graves,Azir,Kalista,Nautilus,0
ESPORTSTMNT02/1401657,PCS,Summer,0,1,10.15,J Team,Machi Esports,Zoe,Kalista,Ezreal,Ornn,Lee Sin,Galio,Sett,Volibear,Nautilus,Leona,Renekton,Graves,Twisted Fate,Senna,Tahm Kench,Shen,Nidalee,Azir,Ashe,Thresh,1
6491-8643,LDL,Summer,0,3,10.14,All Combo,Rogue Warriors Shark,Kalista,Volibear,Trundle,Bard,Leona,Ekko,Aphelios,Karma,Lee Sin,Jax,Wukong,Sylas,LeBlanc,Sivir,Nautilus,Camille,Graves,Lissandra,Ezreal,Alistar,0
ESPORTSTMNT01/1436531,VCS,Summer,0,2,10.14,CERBERUS Esports,EVOS Esports,Galio,Sett,Renekton,Tahm Kench,Pantheon,Zoe,Aphelios,Twisted Fate,Trundle,Azir,Volibear,Graves,Syndra,Caitlyn,Lux,Wukong,Olaf,Orianna,Senna,Karma,0
ESPORTSTMNT05/1530151,TCL,Summer,0,1,10.15,Papara SuperMassive,Beşiktaş Esports,Volibear,Gangplank,Trundle,Sejuani,Graves,Galio,Ezreal,Caitlyn,Vel'Koz,Nidalee,Ornn,Kindred,Zoe,Kalista,Sett,Camille,Olaf,Orianna,Lux,Sona,1
ESPORTSTMNT02/1401681,PCS,Summer,0,1,10.15,Resurgence,Liyab Esports,Twisted Fate,Ashe,Nidalee,LeBlanc,Orianna,Sett,Kalista,Karma,Wukong,Nautilus,Ornn,Graves,Azir,Senna,Blitzcrank,Sylas,Lee Sin,Zoe,Caitlyn,Bard,1
ESPORTSTMNT01/1436534,VCS,Summer,0,3,10.14,EVOS Esports,CERBERUS Esports,Zoe,Twisted Fate,Aphelios,Kalista,Bard,Renekton,Olaf,Wukong,Tahm Kench,Karthus,Camille,Sejuani,Galio,Senna,Shen,Mordekaiser,Volibear,Sett,Xayah,Taric,1
ESPORTSTMNT05/1530153,TCL,Summer,0,1,10.15,İstanbul Wildcats,Galatasaray Esports,Karthus,Galio,Thresh,Nautilus,Syndra,Senna,Karma,Sett,Ornn,Malphite,Wukong,Trundle,Azir,Ezreal,Braum,Jayce,Graves,Orianna,Cassiopeia,Veigar,1
ESPORTSTMNT02/1401696,PCS,Summer,0,1,10.15,Nova Esports,Berjaya Dragons,Twisted Fate,Volibear,Ashe,Morgana,Mordekaiser,Kalista,Sett,Nidalee,Orianna,Syndra,Kennen,Graves,Azir,Jhin,Nautilus,Renekton,Trundle,Karma,Caitlyn,Thresh,0
ESPORTSTMNT05/1530156,LEC,Summer,0,1,10.15,FC Schalke 04 Esports,Origen,Thresh,Kalista,Volibear,Camille,Gangplank,Azir,Olaf,Orianna,Nocturne,Kha'Zix,Ornn,Lee Sin,Akali,Senna,Tahm Kench,Aatrox,Sejuani,Lucian,Syndra,Blitzcrank,1
ESPORTSTMNT05/1530158,LEC,Summer,0,1,10.15,Excel Esports,Misfits Gaming,Azir,Syndra,Lee Sin,Vladimir,Tahm Kench,Volibear,Aphelios,Camille,Thresh,Trundle,Gangplank,Kha'Zix,Orianna,Kalista,Taric,Wukong,Sett,Zoe,Senna,Alistar,1
ESPORTSTMNT02/1401713,CBLOL,Split 2,0,1,10.15,INTZ,paiN Gaming,Graves,LeBlanc,Galio,Syndra,Camille,Volibear,Gragas,Trundle,Nocturne,Lee Sin,Urgot,Sett,Twisted Fate,Ashe,Bard,Wukong,Olaf,Zoe,Kalista,Thresh,0
ESPORTSTMNT05/1530170,LEC,Summer,0,1,10.15,SK Gaming,Rogue,Kalista,Azir,Senna,Ekko,Corki,Ezreal,Volibear,Orianna,Sion,Cho'Gath,Ornn,Olaf,Syndra,Caitlyn,Morgana,Gangplank,Sett,Ryze,Aphelios,Thresh,1
ESPORTSTMNT05/1540143,LEC,Summer,0,1,10.15,MAD Lions,Team Vitality,Kha'Zix,Bard,Volibear,Zoe,Azir,Twisted Fate,Sona,Kalista,Blitzcrank,Renekton,Gangplank,Trundle,Orianna,Ezreal,Nautilus,Sett,Lee Sin,LeBlanc,Caitlyn,Thresh,0
ESPORTSTMNT02/1401730,CBLOL,Split 2,0,1,10.15,KaBuM! e-Sports,Santos e-Sports,Kennen,Camille,Galio,Akali,Irelia,Renekton,Senna,Kalista,Nidalee,Karthus,Mordekaiser,Volibear,Syndra,Varus,Thresh,Wukong,Trundle,Azir,Ashe,Braum,1
ESPORTSTMNT05/1530174,LEC,Summer,0,1,10.15,G2 Esports,Fnatic,Kha'Zix,Thresh,Senna,Bard,Tahm Kench,Kalista,Syndra,Ezreal,Zoe,Twisted Fate,Camille,Volibear,LeBlanc,Caitlyn,Morgana,Gangplank,Lee Sin,Corki,Jhin,Pyke,1
ESPORTSTMNT02/1401751,CBLOL,Split 2,0,1,10.15,Flamengo Esports,FURIA Esports,Lee Sin,Ashe,Renekton,Kassadin,Karthus,Syndra,Ezreal,Trundle,Caitlyn,Thresh,Camille,Volibear,LeBlanc,Aphelios,Nautilus,Gangplank,Elise,Sett,Kalista,Leona,0
ESPORTSTMNT02/1401765,CBLOL,Split 2,0,1,10.15,Prodigy Esports,Vivo Keyd,Morgana,Graves,Wukong,Gangplank,Jax,Senna,Renekton,Twisted Fate,Syndra,Jayce,Volibear,Lee Sin,Zoe,Ashe,Bard,Camille,Zac,Sylas,Ezreal,Thresh,0
ESPORTSTMNT02/1411702,LLA,Closing,0,1,10.15,Pixel Esports Club,Azules Esports,Lee Sin,Zoe,Swain,Elise,Olaf,Twisted Fate,Sett,Ashe,Lissandra,Yasuo,Kennen,Gragas,Tristana,Senna,Braum,Ornn,Kha'Zix,LeBlanc,Kalista,Nautilus,1
ESPORTSTMNT02/1411706,LCS,Summer,0,1,10.15,100 Thieves,FlyQuest,Orianna,Ornn,Ashe,Blitzcrank,Trundle,Twisted Fate,Olaf,Karma,Jayce,Morgana,Renekton,Volibear,Zoe,Caitlyn,Nautilus,Shen,Sett,LeBlanc,Senna,Thresh,0
ESPORTSTMNT02/1411719,LLA,Closing,0,1,10.15,XTEN Esports,All Knights,Zoe,Kalista,Karma,Gangplank,Azir,Sona,Corki,Lee Sin,Lucian,Aatrox,Renekton,Sett,Ezreal,Karthus,Pyke,Kennen,Volibear,Orianna,Caitlyn,Thresh,0
ESPORTSTMNT02/1411724,LCS,Summer,0,1,10.15,Cloud9,Golden Guardians,Karma,Caitlyn,Galio,Twisted Fate,LeBlanc,Olaf,Sona,Nidalee,Shen,Kayle,Sett,Trundle,Zoe,Aphelios,Nautilus,Sion,Volibear,Syndra,Kalista,Morgana,0
ESPORTSTMNT02/1411731,LLA,Closing,0,1,10.15,Rainbow7,Furious Gaming,Azir,Camille,Ornn,Aatrox,Hecarim,Twisted Fate,Lee Sin,Graves,Sett,Kha'Zix,Renekton,Trundle,Zoe,Caitlyn,Karma,Gnar,Volibear,Lucian,Sona,Lux,1
ESPORTSTMNT02/1411737,LCS,Summer,0,1,10.15,Counter Logic Gaming,Team Liquid,Azir,Ezreal,Mordekaiser,Ornn,Kennen,Volibear,Karma,Camille,Jayce,Gangplank,Rumble,Sett,Syndra,Caitlyn,Morgana,Renekton,Graves,LeBlanc,Ashe,Tahm Kench,0
ESPORTSTMNT02/1411742,LLA,Closing,0,1,10.15,Infinity Esports,Isurus,Twisted Fate,Galio,Karma,Bard,Morgana,Kalista,Volibear,Syndra,Trundle,Lee Sin,Renekton,Gragas,Zoe,Senna,Tahm Kench,Mordekaiser,Sett,Orianna,Caitlyn,Lux,1
ESPORTSTMNT02/1411746,LCS,Summer,0,1,10.15,Dignitas,Immortals,Olaf,Karma,Volibear,Urgot,Poppy,Kalista,Bard,Graves,Morgana,Blitzcrank,Sett,Lee Sin,LeBlanc,Caitlyn,Lux,Ornn,Trundle,Corki,Ashe,Thresh,0
6493-8644,LDL,Summer,0,1,10.14,Invictus Gaming Young,optical spectrum E-sports,Lissandra,Lee Sin,Elise,Braum,Leona,Nidalee,Ekko,LeBlanc,Zoe,Syndra,Renekton,Volibear,Galio,Aphelios,Nautilus,Ornn,Graves,Karma,Ashe,Sett,1
6493-8645,LDL,Summer,0,2,10.14,optical spectrum E-sports,Invictus Gaming Young,Zoe,Nidalee,Graves,Thresh,Elise,Lissandra,Lee Sin,Volibear,Sett,Pantheon,Ornn,Rek'Sai,Ekko,Ashe,Braum,Renekton,Trundle,LeBlanc,Aphelios,Nautilus,1
6493-8647,LDL,Summer,0,3,10.14,Invictus Gaming Young,optical spectrum E-sports,Lissandra,Lee Sin,Elise,Nautilus,Gnar,Nidalee,Zoe,Ekko,Kassadin,Kindred,Volibear,Graves,LeBlanc,Aphelios,Thresh,Kled,Rek'Sai,Vladimir,Ashe,Sett,1
